City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
52,Busselton,-33.65,115.3333,61.2,86,100,7.54,AU,1655933336
53,Hasaki,35.7333,140.8333,70.29,95,100,8.19,JP,1655933337
54,Saskylakh,71.9167,114.0833,49.21,45,35,10.22,RU,1655933337
55,Adrar,20.5022,-10.0711,93.49,27,2,14.2,MR,1655933337
56,Chui,-33.6971,-53.4616,49.82,64,90,13.13,UY,1655933338
57,Kajaani,64.2273,27.7285,57.25,88,75,4.61,FI,1655933339
58,Sørland,67.667,12.6934,48.06,89,100,33.98,NO,1655933339
59,Pevek,69.7008,170.3133,44.24,57,100,18.1,RU,1655933340
60,Lompoc,34.6391,-120.4579,74.84,73,0,14.97,US,1655933341
61,Castro,-24.7911,-50.0119,62.51,83,1,6.85,BR,1655933341
62,Puerto Escondido,15.85,-97.0667,81.43,61,100,11.5,MX,1655933342
63,Zhangye,38.9342,100.4517,70.79,40,0,6.38,CN,1655933342
64,Ribeira Grande,38.5167,-28.7,65.28,84,76,19.01,PT,1655933343
65,Talnakh,69.4865,88.3972,69.21,43,99,4.76,RU,1655932920
66,Nagorsk,59.3172,50.8078,51.12,98,97,3.62,RU,1655933344
67,Mossamedes,-15.1961,12.1522,62.01,72,0,2.35,AO,1655933344
68,Avarua,-21.2078,-159.775,80.65,83,75,14.97,CK,1655933345
69,Acapulco De Juárez,16.8634,-99.8901,78.62,89,100,11.5,MX,1655932714
70,Marabu,4.4148,114.0089,77.14,94,40,2.3,MY,1655933346
71,Comodoro Rivadavia,-45.8667,-67.5,35.46,60,0,3.44,AR,1655933346
72,Gizo Government Station,-8.103,156.8419,81.91,75,10,5.03,SB,1655933347
73,Lindi,-10.0,39.7167,64.69,88,0,4.59,TZ,1655933347
74,Roboré,-18.3333,-59.75,89.69,48,78,6.91,BO,1655933348
75,Bluff,-46.6,168.3333,28.8,71,100,8.28,NZ,1655933349
76,Talaya,61.3833,152.75,56.23,75,85,10.18,RU,1655933349
77,East London,-33.0153,27.9116,65.07,80,89,17.09,ZA,1655933350
78,Port Elizabeth,-33.918,25.5701,59.09,93,97,1.14,ZA,1655933351
79,Constitución,-35.3333,-72.4167,53.96,81,100,10.74,CL,1655933222
80,Flin Flon,54.7682,-101.865,73.24,40,100,14.97,CA,1655933352
81,Pochutla,15.7432,-96.4661,80.82,72,100,3.56,MX,1655933352
82,Vaini,-21.2,-175.2,73.56,68,20,10.36,TO,1655933353
83,Ponta Do Sol,32.6667,-17.1,68.72,70,54,8.12,PT,1655933353
84,Kahului,20.8947,-156.47,78.82,74,40,17.27,US,1655933354
85,Hithadhoo,-0.6,73.0833,83.64,70,71,8.97,MV,1655932642
86,Izumo,35.3667,132.7667,73.35,94,75,6.91,JP,1655933355
87,Saldanha,-33.0117,17.9442,60.85,91,85,5.55,ZA,1655933356
88,Hutchinson,38.0608,-97.9298,86.04,64,40,10.36,US,1655933112
89,San-Pédro,4.7485,-6.6363,76.23,87,87,6.42,CI,1655933357
90,Mbandaka,0.0487,18.2603,70.63,93,99,3.2,CD,1655933357
91,Ahipara,-35.1667,173.1667,50.5,69,5,4.97,NZ,1655933358
92,Geraldton,-28.7667,114.6,52.21,100,4,12.66,AU,1655933419
93,Anaconda,46.1285,-112.9423,77.99,24,5,11.43,US,1655933419
94,Palmer,42.1584,-72.3287,63.95,94,100,4.61,US,1655933319
95,Robertsport,6.7533,-11.3686,79.5,80,88,10.0,LR,1655933420
96,Carnarvon,-24.8667,113.6333,67.57,79,5,13.11,AU,1655932842
97,Vao,-22.6667,167.4833,71.56,64,100,18.1,NC,1655933422
98,Fairfield,41.2668,-73.3162,63.1,95,100,6.91,US,1655933141
99,Kuril'Sk,45.2333,147.8833,49.5,88,75,4.7,RU,1655933422
100,Auki,-8.7676,160.7034,82.29,73,78,3.38,SB,1655933423
101,Prymors'K,46.7348,36.3443,57.88,81,92,9.69,UA,1655933424
102,Narganá,9.4428,-78.5906,80.04,81,100,1.99,PA,1655933424
103,Sioux Lookout,50.1001,-91.917,71.67,40,40,10.36,CA,1655933425
104,Clyde River,70.4692,-68.5914,39.43,93,40,6.91,CA,1655932929
105,Johnston,35.5335,-78.3997,99.57,39,40,4.61,US,1655933426
106,San Vicente,-26.6167,-54.1333,64.15,91,5,4.63,AR,1655933427
107,Shebunino,46.4339,141.8603,52.36,89,100,8.3,RU,1655933427
108,Yar-Sale,66.8333,70.8333,64.33,71,7,5.59,RU,1655933428
109,Cayenne,4.9333,-52.3333,83.08,12,0,2.3,GF,1655932794
110,Gbarnga,6.9956,-9.4722,71.06,99,39,2.93,LR,1655933429
111,Niquero,20.0431,-77.5828,84.54,66,31,4.14,CU,1655933429
112,Esim,4.8699,-2.2405,74.53,93,100,5.88,GH,1655933430
113,Chokurdakh,70.6333,147.9167,40.96,55,73,14.65,RU,1655933430
114,Shar,49.5886,81.0453,71.92,43,31,7.23,KZ,1655933431
115,Plainview,40.7765,-73.4673,64.26,83,100,6.91,US,1655933431
116,Riberalta,-10.9833,-66.1,88.0,58,40,0.0,BO,1655933432
117,Crossville,35.949,-85.0269,94.19,40,0,11.5,US,1655933433
118,Faanui,-16.4833,-151.75,80.64,64,10,12.21,PF,1655932919
119,Mujiayingzi,42.1167,118.7833,61.63,80,2,6.26,CN,1655932834
120,Nyazepetrovsk,56.0531,59.6028,50.68,96,12,2.91,RU,1655933434
121,Mokhsogollokh,61.4681,128.9203,67.59,54,0,3.33,RU,1655933435
122,Mahébourg,-20.4081,57.7,68.29,83,75,10.36,MU,1655933435
123,Mweka,-4.85,21.5667,68.41,63,27,0.96,CD,1655933436
124,San Luis,-33.295,-66.3356,42.98,71,99,6.87,AR,1655933436
125,Samarai,-10.6167,150.6667,79.59,82,98,14.5,PG,1655932933
126,Varhaug,58.6147,5.6457,56.86,94,97,4.21,NO,1655933437
127,Bintulu,3.1667,113.0333,75.61,100,20,3.44,MY,1655933437
128,Half Moon Bay,37.4636,-122.4286,102.88,52,0,16.11,US,1655933438
129,Chapais,49.7834,-74.8492,73.18,45,7,14.9,CA,1655933438
130,Klaksvík,62.2266,-6.589,50.92,86,87,23.78,FO,1655933439
131,Lebu,-37.6167,-73.65,47.97,91,100,7.78,CL,1655932840
132,Altay,47.8667,88.1167,69.3,33,1,8.08,CN,1655933440
133,Longyearbyen,78.2186,15.6401,44.44,65,75,13.8,SJ,1655933440
134,Banjar,-8.19,114.9675,75.94,87,95,3.33,ID,1655933441
135,Eureka,40.8021,-124.1637,93.67,69,16,7.0,US,1655933328
136,Udachny,66.4167,112.4,66.45,63,32,4.47,RU,1655933442
137,Pāvilosta,56.8879,21.1859,49.91,88,15,5.77,LV,1655933443
138,Banjaran,-7.0453,107.5878,68.04,91,100,2.39,ID,1655933503
139,São Filipe,14.8961,-24.4956,76.24,88,44,4.85,CV,1655933504
140,Yulara,-25.2406,130.9889,48.81,56,0,7.34,AU,1655933505
141,Porangatu,-13.4408,-49.1486,76.66,37,32,2.86,BR,1655933505
142,Provideniya,64.3833,-173.3,41.36,100,100,11.18,RU,1655933506
143,Severo-Kuril'Sk,50.6789,156.125,46.67,90,82,16.93,RU,1655933507
144,Oudtshoorn,-33.5907,22.2014,61.16,67,100,4.38,ZA,1655933507
145,Kataysk,56.289,62.5841,55.72,91,2,11.81,RU,1655933508
146,Kamaishi,39.2667,141.8833,66.45,78,72,7.14,JP,1655933509
147,Bhadrāchalam,17.6667,80.8833,79.27,81,98,3.69,IN,1655933509
148,Nikolskoye,59.7035,30.7861,53.49,67,50,1.1,RU,1655933510
149,Southbridge,42.0751,-72.0334,72.43,85,74,7.0,US,1655933511
150,Menongue,-14.6585,17.691,55.13,43,1,1.7,AO,1655933511
151,Rengo,-34.4167,-70.8667,57.52,75,100,2.44,CL,1655933361
152,Lüderitz,-26.6481,15.1594,56.19,73,0,5.32,NA,1655932936
153,Upernavik,72.7868,-56.1549,33.84,87,100,10.58,GL,1655933512
154,Port Hardy,50.6996,-127.4199,57.38,62,40,14.97,CA,1655933357
155,Malé,4.1748,73.5089,82.35,89,75,3.44,MV,1655933341
156,Jumla,29.2747,82.1838,56.84,94,20,1.07,NP,1655933513
157,Tuatapere,-46.1333,167.6833,39.25,70,96,4.38,NZ,1655933514
158,Mar Del Plata,-38.0023,-57.5575,46.09,58,75,9.22,AR,1655933515
159,Jagatsinghapur,20.2667,86.1667,79.16,78,85,4.23,IN,1655933515
160,Raja,8.4596,25.678,72.91,76,49,4.83,SS,1655933415
161,Leh,34.1667,77.5833,52.54,52,61,3.76,IN,1655933476
162,Jerantut,3.936,102.3626,72.09,97,99,0.74,MY,1655933516
163,Bandi̇̄Pur,27.9333,84.4167,67.64,91,6,2.13,NP,1655933517
164,Saint-Pierre,-21.3393,55.4781,65.88,55,75,8.05,RE,1655933517
165,Fortuna,40.5982,-124.1573,72.86,69,0,1.01,US,1655933518
166,Kushiro,42.975,144.3747,54.03,92,100,4.54,JP,1655933519
167,Forsytheganj,52.6333,29.7333,57.15,84,99,10.6,BY,1655933519
168,Havelock,34.8791,-76.9013,86.05,79,94,5.99,US,1655933466
169,Cabo San Lucas,22.8909,-109.9124,95.61,48,20,13.8,MX,1655933456
170,Camocim,-2.9022,-40.8411,77.65,83,33,11.63,BR,1655933430
171,Tianpeng,30.9866,103.9393,78.73,87,100,4.5,CN,1655933520
172,Beirut,33.8889,35.4944,75.94,83,75,2.3,LB,1655933355
173,El Seibo,18.7641,-69.0375,87.33,65,100,3.2,DO,1655933521
174,Acaraú,-2.8856,-40.12,76.78,86,56,11.34,BR,1655933426
175,Islamkot,24.6997,70.177,88.23,54,21,6.44,PK,1655933522
176,Magway,20.15,94.9167,79.99,75,96,10.67,MM,1655933523
177,Sur,22.5667,59.5289,85.26,71,5,19.35,OM,1655933523
178,Moravský Beroun,49.7937,17.4421,60.35,67,100,4.43,CZ,1655933524
179,Amoy,24.4798,118.0819,80.65,89,0,4.47,CN,1655933525
180,Qaqortoq,60.7167,-46.0333,47.01,57,0,4.23,GL,1655933525
181,Bambous Virieux,-20.3428,57.7575,68.25,83,75,10.36,MU,1655932930
182,Port Macquarie,-31.4333,152.9167,51.04,65,1,4.12,AU,1655933527
183,Xining,36.6167,101.7667,56.19,78,10,2.26,CN,1655933588
184,Saint Paul Harbor,57.79,-152.4072,63.91,55,0,4.61,US,1655933322
185,Port Alfred,-33.5906,26.891,63.09,85,80,13.0,ZA,1655933588
186,Broome,42.2506,-75.833,74.17,77,100,16.11,US,1655933589
187,Deori,21.45,82.6167,78.1,87,100,2.39,IN,1655933590
188,Mīzan Teferī,6.9833,35.5833,60.28,97,95,3.13,ET,1655933590
189,Inongo,-1.95,18.2667,69.17,89,68,2.37,CD,1655933591
190,Yanam,16.7333,82.2167,82.08,77,100,5.08,IN,1655933592
191,Port Blair,11.6667,92.75,81.77,79,100,8.86,IN,1655933593
192,Nemuro,43.3236,145.575,49.17,92,100,9.64,JP,1655933593
193,Dikson,73.5069,80.5464,38.55,87,100,14.94,RU,1655933594
194,Purranque,-40.9167,-73.1667,43.93,84,83,1.77,CL,1655933594
195,Srednekolymsk,67.45,153.6833,50.77,89,100,16.2,RU,1655933595
196,Khon Kaen,16.5,102.0833,76.93,80,100,3.09,TH,1655933596
197,Azuaga,38.2667,-5.6833,64.96,67,100,6.08,ES,1655933597
198,George Town,5.4112,100.3354,78.89,93,40,3.44,MY,1655933597
199,Santa Cruz De La Sierra,-17.8,-63.1667,84.25,48,20,20.71,BO,1655933456
200,Shambu,9.5667,37.1,49.66,89,80,1.86,ET,1655933598
201,Wanning,18.8003,110.3967,80.49,91,99,8.01,CN,1655933599
202,Tsogni,-2.7942,10.0988,68.27,90,11,5.59,GA,1655933599
203,Martyush,56.4,61.8819,54.81,93,2,11.27,RU,1655933600
204,Cabimas,10.3883,-71.4399,87.17,62,79,7.11,VE,1655933600
205,Kloulklubed,7.0419,134.2556,75.7,70,98,6.29,PW,1655933601
206,Palmas Bellas,9.2319,-80.0867,82.02,83,100,9.26,PA,1655933602
207,Grindavik,63.8424,-22.4338,46.35,93,75,11.5,IS,1655933603
208,Bilibino,68.0546,166.4372,61.48,36,97,17.0,RU,1655933603
209,Tasiilaq,65.6145,-37.6368,41.16,76,6,5.41,GL,1655933604
210,Awjilah,29.1081,21.2869,79.81,52,0,13.15,LY,1655933604
211,Narasannapeta,18.4167,84.05,81.39,78,100,4.09,IN,1655933605
212,Poso,-1.3959,120.7524,76.21,83,100,3.76,ID,1655933606
213,Aketi,2.7388,23.7833,67.89,97,93,1.63,CD,1655933606
214,Raudeberg,61.9875,5.1352,52.95,93,100,29.24,NO,1655933607
215,Esperance,-33.8667,121.9,57.02,86,27,11.86,AU,1655933607
216,Marawi,7.9986,124.2928,69.06,93,100,2.98,PH,1655933608
217,Arraial Do Cabo,-22.9661,-42.0278,71.56,88,0,9.22,BR,1655933609
218,Kikwit,-5.041,18.8162,71.44,92,83,1.39,CD,1655933609
219,Cockburn Town,21.4612,-71.1419,84.16,65,40,11.5,TC,1655933610
220,São Félix Do Xingu,-6.6447,-51.995,79.29,61,95,2.37,BR,1655933611
221,Solnechnyy,50.7214,136.6319,62.42,97,96,4.63,RU,1655933611
222,Meulaboh,4.1363,96.1285,74.59,90,100,4.88,ID,1655933612
223,Homer,59.6425,-151.5483,72.77,66,0,10.36,US,1655933612
224,Bay Roberts,47.5999,-53.2648,69.66,69,39,10.58,CA,1655933613
225,Coroico,-16.1889,-67.7271,60.87,92,96,1.68,BO,1655933614
226,Yekaterinovka,52.0508,44.3451,60.3,92,52,4.61,RU,1655933614
227,Abashiri,44.0213,144.2697,53.94,87,100,12.06,JP,1655933675
228,Smyrna,33.884,-84.5144,99.1,39,20,12.66,US,1655933676
229,Khatanga,71.9667,102.5,50.9,51,91,14.85,RU,1655933676
230,Ferkessédougou,9.6,-5.2,74.44,88,88,3.47,CI,1655933677
231,Kraśnik,50.9236,22.2271,62.28,68,100,4.76,PL,1655933678
232,Umba,66.6871,34.3429,47.66,83,99,13.35,RU,1655933678
233,Sirsi,14.6167,74.85,69.98,96,100,3.96,IN,1655933679
234,Henties Bay,-22.116,14.2845,55.36,84,0,9.89,NA,1655933680
235,Falam,22.9167,93.6833,63.7,98,100,3.27,MM,1655933680
236,Lata,40.1629,-8.3327,60.93,95,22,1.05,PT,1655933681
237,Pine Bluff,34.2284,-92.0032,98.33,44,75,3.44,US,1655933681
238,The Valley,18.217,-63.0578,85.86,70,20,10.36,AI,1655933682
239,Chengde,40.9725,117.9361,64.96,89,3,4.25,CN,1655933683
240,Torbay,47.6666,-52.7314,68.88,56,40,13.8,CA,1655933683
241,Westerland,54.9079,8.3033,57.22,82,100,3.44,DE,1655933684
242,Lamar,33.6668,-95.5836,94.91,43,40,8.05,US,1655933684
243,Zheleznodorozhnyy,55.7503,38.0042,61.21,81,2,8.5,RU,1655933685
244,Nagato,34.3833,131.2,76.01,88,36,9.46,JP,1655933686
245,Turukhansk,65.8167,87.9833,66.81,53,8,9.53,RU,1655933686
246,Touros,-5.1989,-35.4608,75.24,89,100,8.23,BR,1655933687
247,Norman Wells,65.282,-126.8329,71.64,37,20,13.8,CA,1655933687
248,Iskar,43.45,24.2667,73.26,53,20,9.22,BG,1655933688
249,Xiongyue,40.1774,122.1228,68.79,98,100,2.06,CN,1655933688
250,Pitimbu,-7.4706,-34.8086,72.19,85,100,7.07,BR,1655933689
251,Hamilton,39.1834,-84.5333,81.57,56,29,10.27,US,1655933529
252,Flinders,-34.5833,150.8552,53.06,78,50,1.99,AU,1655933690
253,Leningradskiy,69.3833,178.4167,47.66,58,58,10.09,RU,1655933691
254,Vólakas,41.3167,24.0,62.83,81,96,4.0,GR,1655933691
255,Beloha,-25.1667,45.05,61.16,63,54,11.74,MG,1655933692
256,Wanxian,30.8039,108.3897,79.5,96,100,2.3,CN,1655933444
257,Krasnosel'Kup,65.7,82.4667,67.03,55,48,10.54,RU,1655933693
258,North Platte,41.1239,-100.7654,89.11,33,0,10.36,US,1655933693
259,Praia Da Vitória,38.7333,-27.0667,66.76,88,40,15.7,PT,1655933694
260,İskilip,40.7353,34.4739,57.43,67,0,6.64,TR,1655933694
261,Abhā,18.2164,42.5053,71.42,68,0,0.0,SA,1655933695
262,Zyryanka,65.75,150.85,60.17,64,98,19.35,RU,1655933695
263,Lavrentiya,65.5833,-171.0,42.66,93,100,8.1,RU,1655933696
264,Altagracia De Orituco,9.8601,-66.3814,80.85,71,71,2.17,VE,1655933697
265,Ahvāz,31.3203,48.6693,94.95,20,3,11.5,IR,1655933697
266,Coffs Harbour,-30.3,153.1333,42.76,100,0,3.44,AU,1655933698
267,Gallup,35.5281,-108.7426,75.96,48,100,11.5,US,1655933465
268,Itapirapuã,-15.8233,-50.6133,76.26,26,25,3.4,BR,1655933699
269,Lugovskoy,56.9585,64.529,59.27,90,100,10.58,RU,1655933699
270,Iqaluit,63.7506,-68.5145,42.53,70,75,9.22,CA,1655933700
271,Saint Anthony,45.0205,-93.218,86.11,43,75,11.5,US,1655933701
272,Duminichi,53.9345,35.1099,59.25,75,93,12.26,RU,1655933701
273,Nanortalik,60.1432,-45.2371,42.13,74,2,19.17,GL,1655933762
274,Devils Lake,48.1128,-98.8651,80.94,39,0,13.8,US,1655933762
275,Kiryat Gat,31.61,34.7642,75.88,100,1,3.06,IL,1655933763
276,Berbera,10.4396,45.0143,91.85,40,100,26.98,SO,1655933763
277,Codrington,-38.2667,141.9667,51.76,92,100,15.55,AU,1655933764
278,Uturoa,-16.7333,-151.4333,80.49,63,8,12.06,PF,1655933765
279,Cidreira,-30.1811,-50.2056,61.7,96,98,8.37,BR,1655933766
280,Gombong,-7.6072,109.5142,74.07,93,66,2.89,ID,1655933766
281,Makkah Al Mukarramah,21.4267,39.8261,85.41,41,13,6.17,SA,1655933767
282,Constantine,36.365,6.6147,80.01,38,0,6.91,DZ,1655933767
283,Pangnirtung,66.1451,-65.7125,42.8,87,20,8.05,CA,1655933768
284,Boa Vista,2.8197,-60.6733,82.38,74,75,4.61,BR,1655933769
285,Airai,-8.9266,125.4092,55.44,87,80,3.38,TL,1655933769
286,Fairbanks,64.8378,-147.7164,76.01,44,40,10.36,US,1655933598
287,Chifeng,42.2683,118.9636,65.25,72,6,4.7,CN,1655933770
288,Noumea,-22.2763,166.4572,70.0,99,100,6.13,NC,1655933771
289,Nkoteng,4.5167,12.0333,67.77,99,97,3.56,CM,1655933771
290,Genoa,44.4129,8.9573,76.42,83,20,3.44,IT,1655933772
291,Chekhov,55.1431,37.4711,60.75,78,39,9.64,RU,1655933773
292,Mastic Beach,40.7668,-72.8521,62.85,96,100,5.01,US,1655933773
293,Tran,42.8353,22.6517,61.34,88,87,2.89,BG,1655933774
294,San Andrés,12.5847,-81.7006,82.42,83,75,12.66,CO,1655933573
295,Isangel,-19.55,169.2667,73.51,78,40,6.91,VU,1655933775
296,Palana,59.1167,159.9667,42.53,91,98,10.47,RU,1655933775
297,Tamandaré,-8.7597,-35.1047,75.27,92,100,5.5,BR,1655933776
298,Saint-Raymond,45.467,-73.6095,75.42,66,75,20.71,CA,1655933585
299,Erzin,36.9559,36.2,72.03,82,0,3.15,TR,1655933776
300,Soyo,-6.1349,12.3689,70.61,86,24,7.4,AO,1655933777
301,Lamu,-2.2717,40.902,75.42,76,46,20.38,KE,1655933778
302,Aripuanã,-9.1667,-60.6333,77.77,50,88,2.59,BR,1655933778
303,Gornyy,55.1153,83.9059,57.92,93,42,5.28,RU,1655933779
304,Marsh Harbour,26.5412,-77.0636,78.26,57,100,12.39,BS,1655933735
305,Tura,25.5198,90.2201,73.06,98,76,4.74,IN,1655933780
306,Hong Kong,22.2855,114.1577,84.38,86,24,5.99,HK,1655933512
307,Juru,5.312,100.4423,78.91,92,40,3.44,MY,1655933780
308,Kavieng,-2.5744,150.7967,82.15,73,100,4.29,PG,1655933781
309,Orlik,52.5178,99.825,52.38,75,60,3.69,RU,1655933782
310,Sitka,57.0531,-135.33,51.69,87,75,3.44,US,1655933782
311,Port Perry,44.1068,-78.9444,85.3,69,34,17.05,CA,1655933723
312,Ballina,-28.8667,153.5667,54.01,97,48,5.55,AU,1655933783
313,Hambantota,6.1241,81.1185,77.34,100,40,4.61,LK,1655933784
314,Ji’An,27.1172,114.9793,75.61,93,52,5.44,CN,1655933784
315,Lagos,6.5833,3.75,79.12,96,100,5.77,NG,1655933616
316,Mnogovershinnyy,53.9353,139.9242,63.05,71,65,4.07,RU,1655933785
317,Dingle,10.9995,122.6711,76.93,88,99,4.05,PH,1655933786
318,Omboué,-1.5746,9.2618,70.02,85,10,7.7,GA,1655933786
319,Maxixe,-23.8597,35.3472,66.85,71,91,8.59,MZ,1655933710
320,Arrifes,37.7667,-25.7,63.23,82,40,28.77,PT,1655933787
321,Osa,57.2829,55.4567,54.05,94,59,2.86,RU,1655933788
322,Takoradze,4.8845,-1.7554,74.23,94,100,7.4,GH,1655933848
323,Aljezur,37.3191,-8.8033,61.09,84,14,4.5,PT,1655933849
324,Raffadali,37.4036,13.5331,82.4,45,83,2.35,IT,1655933728
325,San Ramon,37.7799,-121.978,97.48,26,0,12.66,US,1655933850
326,Saint Andrews,34.0454,-81.1293,102.29,23,40,10.36,US,1655933850
327,Belvedere Marittimo,39.6179,15.8617,78.12,61,80,2.68,IT,1655933851
328,Saint-Philippe,-21.3585,55.7679,65.79,72,2,7.29,RE,1655933852
329,Charters Towers,-20.1,146.2667,57.29,69,0,6.73,AU,1655933853
330,Port Lincoln,-34.7333,135.8667,55.83,66,100,16.73,AU,1655933853
331,Yaan,7.3833,8.5667,73.69,91,67,8.9,NG,1655933854
332,Labuan,5.2767,115.2417,79.16,94,20,2.3,MY,1655933855
333,Khatīma,28.9167,79.9667,85.41,46,6,3.24,IN,1655933855
334,Vardø,70.3705,31.1107,42.78,100,100,9.22,NO,1655933856
335,De-Kastri,51.4667,140.7833,51.69,94,100,8.25,RU,1655933857
336,Laguna,38.421,-121.4238,101.75,19,0,12.66,US,1655933857
337,Bubaque,11.2833,-15.8333,81.72,82,99,12.17,GW,1655933858
338,Hailey,43.5196,-114.3153,84.88,25,0,11.5,US,1655933858
339,Mayumba,-3.432,10.6554,69.15,89,14,5.53,GA,1655933859
340,Newport,51.5877,-2.9984,70.09,66,1,5.53,GB,1655933712
341,Harper,4.375,-7.7169,77.0,87,86,7.99,LR,1655933860
342,Puerto Suárez,-18.95,-57.8,88.16,55,0,10.36,BO,1655933861
343,Ushtobe,45.2514,77.9838,78.58,30,100,7.45,KZ,1655933861
344,Boali,4.8005,18.1275,70.39,96,47,0.83,CF,1655933862
345,Te Anau,-45.4167,167.7167,35.6,78,71,0.92,NZ,1655933863
346,Tabou,4.423,-7.3528,76.98,86,87,7.78,CI,1655933863
347,Kidal,18.4411,1.4078,96.53,13,18,7.18,ML,1655933864
348,Cherskiy,68.75,161.3,61.61,41,100,20.76,RU,1655933864
349,Nueve De Julio,-35.4444,-60.8831,41.85,46,100,6.76,AR,1655933798
350,Cortez,37.3489,-108.5859,74.16,47,40,16.11,US,1655933865
351,Niono,14.2526,-5.993,81.1,63,100,9.73,ML,1655933866
352,Anchorage,61.2181,-149.9003,77.86,47,0,9.22,US,1655933628
353,Ternate,0.8,127.4,79.92,82,85,5.3,ID,1655933867
354,Santiago Del Estero,-27.7951,-64.2615,51.87,54,86,6.4,AR,1655933868
355,Hualmay,-11.0964,-77.6139,64.63,73,6,11.59,PE,1655933868
356,Carupano,10.6678,-63.2585,81.57,77,16,11.86,VE,1655933869
357,Kuito,-12.3833,16.9333,58.96,52,24,2.59,AO,1655933869
358,Drumnadrochit,57.3344,-4.4799,58.57,94,52,8.72,GB,1655933870
